mode,instanceId,expectedTruthfulReward,expectedShortcutReward,expectedRewardGap
baseline,829,885245.250000,705882.000000,179363.25
psi=0.05,829,946720.725000,785293.800000,161426.92500000016
psi=0.10,829,1008196.200000,864705.600000,143490.59999999998
psi=0.20,829,1131147.150000,1023529.200000,107617.94999999984
psi=0.30,829,1254098.100000,1182352.800000,71745.30000000028
baseline,830,1257352.500000,705882.000000,551470.5
psi=0.05,830,1281617.250000,785293.800000,496323.45000000007
psi=0.10,830,1305882.000000,864705.600000,441176.3999999999
psi=0.20,830,1354411.500000,1023529.200000,330882.29999999993
psi=0.30,830,1402941.000000,1182352.800000,220588.2000000002
baseline,831,1014084.000000,1033536.375000,-19452.375
psi=0.05,831,1062675.600000,1080182.737500,-17507.137499999953
psi=0.10,831,1111267.200000,1126829.100000,-15561.899999999907
psi=0.20,831,1208450.400000,1220121.825000,-11671.42500000028
psi=0.30,831,1305633.600000,1313414.550000,-7780.949999999953
baseline,832,1014084.000000,1257352.500000,-243268.5
psi=0.05,832,1062675.600000,1281617.250000,-218941.6499999999
psi=0.10,832,1111267.200000,1305882.000000,-194614.7999999998
psi=0.20,832,1208450.400000,1354411.500000,-145961.1000000001
psi=0.30,832,1305633.600000,1402941.000000,-97307.3999999999
baseline,833,1014084.000000,885245.250000,128838.75
psi=0.05,833,1062675.600000,946720.725000,115954.875
psi=0.10,833,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,833,1208450.400000,1131147.150000,77303.25
psi=0.30,833,1305633.600000,1254098.100000,51535.5
baseline,834,1014084.000000,885245.250000,128838.75
psi=0.05,834,1062675.600000,946720.725000,115954.875
psi=0.10,834,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,834,1208450.400000,1131147.150000,77303.25
psi=0.30,834,1305633.600000,1254098.100000,51535.5
baseline,835,885245.250000,885245.250000,0.0
psi=0.05,835,946720.725000,946720.725000,0.0
psi=0.10,835,1008196.200000,1008196.200000,0.0
psi=0.20,835,1131147.150000,1131147.150000,0.0
psi=0.30,835,1254098.100000,1254098.100000,0.0
baseline,836,1741935.000000,705882.000000,1036053.0
psi=0.05,836,1717741.500000,785293.800000,932447.7000000001
psi=0.10,836,1693548.000000,864705.600000,828842.3999999999
psi=0.20,836,1645161.000000,1023529.200000,621631.7999999997
psi=0.30,836,1596774.000000,1182352.800000,414421.2000000004
baseline,837,705882.000000,1257352.500000,-551470.5
psi=0.05,837,785293.800000,1281617.250000,-496323.45000000007
psi=0.10,837,864705.600000,1305882.000000,-441176.3999999999
psi=0.20,837,1023529.200000,1354411.500000,-330882.29999999993
psi=0.30,837,1182352.800000,1402941.000000,-220588.2000000002
baseline,838,1014084.000000,885245.250000,128838.75
psi=0.05,838,1062675.600000,946720.725000,115954.875
psi=0.10,838,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,838,1208450.400000,1131147.150000,77303.25
psi=0.30,838,1305633.600000,1254098.100000,51535.5
baseline,839,1257352.500000,1033536.375000,223816.125
psi=0.05,839,1281617.250000,1080182.737500,201434.51249999995
psi=0.10,839,1305882.000000,1126829.100000,179052.8999999999
psi=0.20,839,1354411.500000,1220121.825000,134289.6749999998
psi=0.30,839,1402941.000000,1313414.550000,89526.44999999995
baseline,840,1014084.000000,439024.250000,575059.75
psi=0.05,840,1062675.600000,545121.825000,517553.775
psi=0.10,840,1111267.200000,651219.400000,460047.80000000005
psi=0.20,840,1208450.400000,863414.550000,345035.84999999986
psi=0.30,840,1305633.600000,1075609.700000,230023.90000000014
baseline,841,1628048.500000,885245.250000,742803.25
psi=0.05,841,1615243.650000,946720.725000,668522.925
psi=0.10,841,1602438.800000,1008196.200000,594242.6000000002
psi=0.20,841,1576829.100000,1131147.150000,445681.9500000002
psi=0.30,841,1551219.400000,1254098.100000,297121.2999999998
baseline,842,1257352.500000,1014084.000000,243268.5
psi=0.05,842,1281617.250000,1062675.600000,218941.6499999999
psi=0.10,842,1305882.000000,1111267.200000,194614.7999999998
psi=0.20,842,1354411.500000,1208450.400000,145961.1000000001
psi=0.30,842,1402941.000000,1305633.600000,97307.3999999999
baseline,843,1014084.000000,885245.250000,128838.75
psi=0.05,843,1062675.600000,946720.725000,115954.875
psi=0.10,843,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,843,1208450.400000,1131147.150000,77303.25
psi=0.30,843,1305633.600000,1254098.100000,51535.5
baseline,844,1014084.000000,705882.000000,308202.0
psi=0.05,844,1062675.600000,785293.800000,277381.80000000016
psi=0.10,844,1111267.200000,864705.600000,246561.6000000001
psi=0.20,844,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,844,1305633.600000,1182352.800000,123280.80000000028
baseline,845,1014084.000000,439024.250000,575059.75
psi=0.05,845,1062675.600000,545121.825000,517553.775
psi=0.10,845,1111267.200000,651219.400000,460047.80000000005
psi=0.20,845,1208450.400000,863414.550000,345035.84999999986
psi=0.30,845,1305633.600000,1075609.700000,230023.90000000014
baseline,846,1014084.000000,885245.250000,128838.75
psi=0.05,846,1062675.600000,946720.725000,115954.875
psi=0.10,846,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,846,1208450.400000,1131147.150000,77303.25
psi=0.30,846,1305633.600000,1254098.100000,51535.5
baseline,847,1014084.000000,580645.000000,433439.0
psi=0.05,847,1062675.600000,672580.500000,390095.1000000001
psi=0.10,847,1111267.200000,764516.000000,346751.2000000002
psi=0.20,847,1208450.400000,948387.000000,260063.3999999999
psi=0.30,847,1305633.600000,1132258.000000,173375.6000000001
baseline,848,885245.250000,1033536.375000,-148291.125
psi=0.05,848,946720.725000,1080182.737500,-133462.01249999995
psi=0.10,848,1008196.200000,1126829.100000,-118632.90000000002
psi=0.20,848,1131147.150000,1220121.825000,-88974.67500000028
psi=0.30,848,1254098.100000,1313414.550000,-59316.44999999995
baseline,849,1014084.000000,1033536.375000,-19452.375
psi=0.05,849,1062675.600000,1080182.737500,-17507.137499999953
psi=0.10,849,1111267.200000,1126829.100000,-15561.899999999907
psi=0.20,849,1208450.400000,1220121.825000,-11671.42500000028
psi=0.30,849,1305633.600000,1313414.550000,-7780.949999999953
baseline,850,1741935.000000,439024.250000,1302910.75
psi=0.05,850,1717741.500000,545121.825000,1172619.6749999998
psi=0.10,850,1693548.000000,651219.400000,1042328.5999999999
psi=0.20,850,1645161.000000,863414.550000,781746.4499999997
psi=0.30,850,1596774.000000,1075609.700000,521164.3000000003
baseline,851,1014084.000000,439024.250000,575059.75
psi=0.05,851,1062675.600000,545121.825000,517553.775
psi=0.10,851,1111267.200000,651219.400000,460047.80000000005
psi=0.20,851,1208450.400000,863414.550000,345035.84999999986
psi=0.30,851,1305633.600000,1075609.700000,230023.90000000014
baseline,852,1741935.000000,705882.000000,1036053.0
psi=0.05,852,1717741.500000,785293.800000,932447.7000000001
psi=0.10,852,1693548.000000,864705.600000,828842.3999999999
psi=0.20,852,1645161.000000,1023529.200000,621631.7999999997
psi=0.30,852,1596774.000000,1182352.800000,414421.2000000004
baseline,853,1014084.000000,885245.250000,128838.75
psi=0.05,853,1062675.600000,946720.725000,115954.875
psi=0.10,853,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,853,1208450.400000,1131147.150000,77303.25
psi=0.30,853,1305633.600000,1254098.100000,51535.5
baseline,854,1628048.500000,1033536.375000,594512.125
psi=0.05,854,1615243.650000,1080182.737500,535060.9125000001
psi=0.10,854,1602438.800000,1126829.100000,475609.7000000002
psi=0.20,854,1576829.100000,1220121.825000,356707.2749999999
psi=0.30,854,1551219.400000,1313414.550000,237804.84999999986
baseline,855,1014084.000000,1033536.375000,-19452.375
psi=0.05,855,1062675.600000,1080182.737500,-17507.137499999953
psi=0.10,855,1111267.200000,1126829.100000,-15561.899999999907
psi=0.20,855,1208450.400000,1220121.825000,-11671.42500000028
psi=0.30,855,1305633.600000,1313414.550000,-7780.949999999953
baseline,856,1628048.500000,1161290.000000,466758.5
psi=0.05,856,1615243.650000,1195161.000000,420082.65000000014
psi=0.10,856,1602438.800000,1229032.000000,373406.8000000003
psi=0.20,856,1576829.100000,1296774.000000,280055.1000000001
psi=0.30,856,1551219.400000,1364516.000000,186703.3999999999
baseline,857,1257352.500000,439024.250000,818328.25
psi=0.05,857,1281617.250000,545121.825000,736495.4249999999
psi=0.10,857,1305882.000000,651219.400000,654662.5999999999
psi=0.20,857,1354411.500000,863414.550000,490996.94999999995
psi=0.30,857,1402941.000000,1075609.700000,327331.30000000005
baseline,858,1014084.000000,705882.000000,308202.0
psi=0.05,858,1062675.600000,785293.800000,277381.80000000016
psi=0.10,858,1111267.200000,864705.600000,246561.6000000001
psi=0.20,858,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,858,1305633.600000,1182352.800000,123280.80000000028
baseline,859,1628048.500000,580645.000000,1047403.5
psi=0.05,859,1615243.650000,672580.500000,942663.1500000001
psi=0.10,859,1602438.800000,764516.000000,837922.8000000003
psi=0.20,859,1576829.100000,948387.000000,628442.1000000001
psi=0.30,859,1551219.400000,1132258.000000,418961.3999999999
baseline,860,1628048.500000,1033536.375000,594512.125
psi=0.05,860,1615243.650000,1080182.737500,535060.9125000001
psi=0.10,860,1602438.800000,1126829.100000,475609.7000000002
psi=0.20,860,1576829.100000,1220121.825000,356707.2749999999
psi=0.30,860,1551219.400000,1313414.550000,237804.84999999986
baseline,861,1014084.000000,1033536.375000,-19452.375
psi=0.05,861,1062675.600000,1080182.737500,-17507.137499999953
psi=0.10,861,1111267.200000,1126829.100000,-15561.899999999907
psi=0.20,861,1208450.400000,1220121.825000,-11671.42500000028
psi=0.30,861,1305633.600000,1313414.550000,-7780.949999999953
baseline,862,1014084.000000,1628048.500000,-613964.5
psi=0.05,862,1062675.600000,1615243.650000,-552568.05
psi=0.10,862,1111267.200000,1602438.800000,-491171.6000000001
psi=0.20,862,1208450.400000,1576829.100000,-368378.7000000002
psi=0.30,862,1305633.600000,1551219.400000,-245585.7999999998
baseline,863,1014084.000000,1257352.500000,-243268.5
psi=0.05,863,1062675.600000,1281617.250000,-218941.6499999999
psi=0.10,863,1111267.200000,1305882.000000,-194614.7999999998
psi=0.20,863,1208450.400000,1354411.500000,-145961.1000000001
psi=0.30,863,1305633.600000,1402941.000000,-97307.3999999999
baseline,864,1014084.000000,1033536.375000,-19452.375
psi=0.05,864,1062675.600000,1080182.737500,-17507.137499999953
psi=0.10,864,1111267.200000,1126829.100000,-15561.899999999907
psi=0.20,864,1208450.400000,1220121.825000,-11671.42500000028
psi=0.30,864,1305633.600000,1313414.550000,-7780.949999999953
baseline,865,1628048.500000,1161290.000000,466758.5
psi=0.05,865,1615243.650000,1195161.000000,420082.65000000014
psi=0.10,865,1602438.800000,1229032.000000,373406.8000000003
psi=0.20,865,1576829.100000,1296774.000000,280055.1000000001
psi=0.30,865,1551219.400000,1364516.000000,186703.3999999999
baseline,866,1014084.000000,1161290.000000,-147206.0
psi=0.05,866,1062675.600000,1195161.000000,-132485.3999999999
psi=0.10,866,1111267.200000,1229032.000000,-117764.79999999981
psi=0.20,866,1208450.400000,1296774.000000,-88323.6000000001
psi=0.30,866,1305633.600000,1364516.000000,-58882.39999999991
baseline,867,1014084.000000,705882.000000,308202.0
psi=0.05,867,1062675.600000,785293.800000,277381.80000000016
psi=0.10,867,1111267.200000,864705.600000,246561.6000000001
psi=0.20,867,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,867,1305633.600000,1182352.800000,123280.80000000028
baseline,868,1628048.500000,1628048.500000,0.0
psi=0.05,868,1615243.650000,1615243.650000,0.0
psi=0.10,868,1602438.800000,1602438.800000,0.0
psi=0.20,868,1576829.100000,1576829.100000,0.0
psi=0.30,868,1551219.400000,1551219.400000,0.0
baseline,869,1014084.000000,1257352.500000,-243268.5
psi=0.05,869,1062675.600000,1281617.250000,-218941.6499999999
psi=0.10,869,1111267.200000,1305882.000000,-194614.7999999998
psi=0.20,869,1208450.400000,1354411.500000,-145961.1000000001
psi=0.30,869,1305633.600000,1402941.000000,-97307.3999999999
baseline,870,1257352.500000,580645.000000,676707.5
psi=0.05,870,1281617.250000,672580.500000,609036.75
psi=0.10,870,1305882.000000,764516.000000,541366.0
psi=0.20,870,1354411.500000,948387.000000,406024.5
psi=0.30,870,1402941.000000,1132258.000000,270683.0
baseline,871,1014084.000000,1014084.000000,0.0
psi=0.05,871,1062675.600000,1062675.600000,0.0
psi=0.10,871,1111267.200000,1111267.200000,0.0
psi=0.20,871,1208450.400000,1208450.400000,0.0
psi=0.30,871,1305633.600000,1305633.600000,0.0
baseline,872,1628048.500000,1161290.000000,466758.5
psi=0.05,872,1615243.650000,1195161.000000,420082.65000000014
psi=0.10,872,1602438.800000,1229032.000000,373406.8000000003
psi=0.20,872,1576829.100000,1296774.000000,280055.1000000001
psi=0.30,872,1551219.400000,1364516.000000,186703.3999999999
baseline,873,1014084.000000,580645.000000,433439.0
psi=0.05,873,1062675.600000,672580.500000,390095.1000000001
psi=0.10,873,1111267.200000,764516.000000,346751.2000000002
psi=0.20,873,1208450.400000,948387.000000,260063.3999999999
psi=0.30,873,1305633.600000,1132258.000000,173375.6000000001
baseline,874,1014084.000000,1257352.500000,-243268.5
psi=0.05,874,1062675.600000,1281617.250000,-218941.6499999999
psi=0.10,874,1111267.200000,1305882.000000,-194614.7999999998
psi=0.20,874,1208450.400000,1354411.500000,-145961.1000000001
psi=0.30,874,1305633.600000,1402941.000000,-97307.3999999999
baseline,875,1014084.000000,885245.250000,128838.75
psi=0.05,875,1062675.600000,946720.725000,115954.875
psi=0.10,875,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,875,1208450.400000,1131147.150000,77303.25
psi=0.30,875,1305633.600000,1254098.100000,51535.5
baseline,876,1014084.000000,1161290.000000,-147206.0
psi=0.05,876,1062675.600000,1195161.000000,-132485.3999999999
psi=0.10,876,1111267.200000,1229032.000000,-117764.79999999981
psi=0.20,876,1208450.400000,1296774.000000,-88323.6000000001
psi=0.30,876,1305633.600000,1364516.000000,-58882.39999999991
baseline,877,1014084.000000,705882.000000,308202.0
psi=0.05,877,1062675.600000,785293.800000,277381.80000000016
psi=0.10,877,1111267.200000,864705.600000,246561.6000000001
psi=0.20,877,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,877,1305633.600000,1182352.800000,123280.80000000028
baseline,878,1628048.500000,705882.000000,922166.5
psi=0.05,878,1615243.650000,785293.800000,829949.8500000002
psi=0.10,878,1602438.800000,864705.600000,737733.2000000002
psi=0.20,878,1576829.100000,1023529.200000,553299.9
psi=0.30,878,1551219.400000,1182352.800000,368866.6000000001
baseline,879,885245.250000,1257352.500000,-372107.25
psi=0.05,879,946720.725000,1281617.250000,-334896.5249999999
psi=0.10,879,1008196.200000,1305882.000000,-297685.79999999993
psi=0.20,879,1131147.150000,1354411.500000,-223264.3500000001
psi=0.30,879,1254098.100000,1402941.000000,-148842.8999999999
baseline,880,1014084.000000,705882.000000,308202.0
psi=0.05,880,1062675.600000,785293.800000,277381.80000000016
psi=0.10,880,1111267.200000,864705.600000,246561.6000000001
psi=0.20,880,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,880,1305633.600000,1182352.800000,123280.80000000028
baseline,881,1014084.000000,705882.000000,308202.0
psi=0.05,881,1062675.600000,785293.800000,277381.80000000016
psi=0.10,881,1111267.200000,864705.600000,246561.6000000001
psi=0.20,881,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,881,1305633.600000,1182352.800000,123280.80000000028
baseline,882,885245.250000,1014084.000000,-128838.75
psi=0.05,882,946720.725000,1062675.600000,-115954.875
psi=0.10,882,1008196.200000,1111267.200000,-103071.00000000012
psi=0.20,882,1131147.150000,1208450.400000,-77303.25
psi=0.30,882,1254098.100000,1305633.600000,-51535.5
baseline,883,885245.250000,885245.250000,0.0
psi=0.05,883,946720.725000,946720.725000,0.0
psi=0.10,883,1008196.200000,1008196.200000,0.0
psi=0.20,883,1131147.150000,1131147.150000,0.0
psi=0.30,883,1254098.100000,1254098.100000,0.0
baseline,884,1014084.000000,885245.250000,128838.75
psi=0.05,884,1062675.600000,946720.725000,115954.875
psi=0.10,884,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,884,1208450.400000,1131147.150000,77303.25
psi=0.30,884,1305633.600000,1254098.100000,51535.5
baseline,885,885245.250000,885245.250000,0.0
psi=0.05,885,946720.725000,946720.725000,0.0
psi=0.10,885,1008196.200000,1008196.200000,0.0
psi=0.20,885,1131147.150000,1131147.150000,0.0
psi=0.30,885,1254098.100000,1254098.100000,0.0
baseline,886,1014084.000000,1033536.375000,-19452.375
psi=0.05,886,1062675.600000,1080182.737500,-17507.137499999953
psi=0.10,886,1111267.200000,1126829.100000,-15561.899999999907
psi=0.20,886,1208450.400000,1220121.825000,-11671.42500000028
psi=0.30,886,1305633.600000,1313414.550000,-7780.949999999953
baseline,887,1014084.000000,0.000000,1014084.0
psi=0.05,887,1062675.600000,150000.000000,912675.6000000001
psi=0.10,887,1111267.200000,300000.000000,811267.2000000002
psi=0.20,887,1208450.400000,600000.000000,608450.3999999999
psi=0.30,887,1305633.600000,900000.000000,405633.6000000001
baseline,888,1628048.500000,1033536.375000,594512.125
psi=0.05,888,1615243.650000,1080182.737500,535060.9125000001
psi=0.10,888,1602438.800000,1126829.100000,475609.7000000002
psi=0.20,888,1576829.100000,1220121.825000,356707.2749999999
psi=0.30,888,1551219.400000,1313414.550000,237804.84999999986
baseline,889,1014084.000000,885245.250000,128838.75
psi=0.05,889,1062675.600000,946720.725000,115954.875
psi=0.10,889,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,889,1208450.400000,1131147.150000,77303.25
psi=0.30,889,1305633.600000,1254098.100000,51535.5
baseline,890,1014084.000000,1033536.375000,-19452.375
psi=0.05,890,1062675.600000,1080182.737500,-17507.137499999953
psi=0.10,890,1111267.200000,1126829.100000,-15561.899999999907
psi=0.20,890,1208450.400000,1220121.825000,-11671.42500000028
psi=0.30,890,1305633.600000,1313414.550000,-7780.949999999953
baseline,891,1014084.000000,885245.250000,128838.75
psi=0.05,891,1062675.600000,946720.725000,115954.875
psi=0.10,891,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,891,1208450.400000,1131147.150000,77303.25
psi=0.30,891,1305633.600000,1254098.100000,51535.5
baseline,892,1257352.500000,705882.000000,551470.5
psi=0.05,892,1281617.250000,785293.800000,496323.45000000007
psi=0.10,892,1305882.000000,864705.600000,441176.3999999999
psi=0.20,892,1354411.500000,1023529.200000,330882.29999999993
psi=0.30,892,1402941.000000,1182352.800000,220588.2000000002
baseline,893,1014084.000000,439024.250000,575059.75
psi=0.05,893,1062675.600000,545121.825000,517553.775
psi=0.10,893,1111267.200000,651219.400000,460047.80000000005
psi=0.20,893,1208450.400000,863414.550000,345035.84999999986
psi=0.30,893,1305633.600000,1075609.700000,230023.90000000014
baseline,894,1014084.000000,705882.000000,308202.0
psi=0.05,894,1062675.600000,785293.800000,277381.80000000016
psi=0.10,894,1111267.200000,864705.600000,246561.6000000001
psi=0.20,894,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,894,1305633.600000,1182352.800000,123280.80000000028
baseline,895,1257352.500000,1257352.500000,0.0
psi=0.05,895,1281617.250000,1281617.250000,0.0
psi=0.10,895,1305882.000000,1305882.000000,0.0
psi=0.20,895,1354411.500000,1354411.500000,0.0
psi=0.30,895,1402941.000000,1402941.000000,0.0
baseline,896,1014084.000000,1033536.375000,-19452.375
psi=0.05,896,1062675.600000,1080182.737500,-17507.137499999953
psi=0.10,896,1111267.200000,1126829.100000,-15561.899999999907
psi=0.20,896,1208450.400000,1220121.825000,-11671.42500000028
psi=0.30,896,1305633.600000,1313414.550000,-7780.949999999953
baseline,897,1014084.000000,885245.250000,128838.75
psi=0.05,897,1062675.600000,946720.725000,115954.875
psi=0.10,897,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,897,1208450.400000,1131147.150000,77303.25
psi=0.30,897,1305633.600000,1254098.100000,51535.5
baseline,898,1628048.500000,1033536.375000,594512.125
psi=0.05,898,1615243.650000,1080182.737500,535060.9125000001
psi=0.10,898,1602438.800000,1126829.100000,475609.7000000002
psi=0.20,898,1576829.100000,1220121.825000,356707.2749999999
psi=0.30,898,1551219.400000,1313414.550000,237804.84999999986
baseline,899,1257352.500000,1161290.000000,96062.5
psi=0.05,899,1281617.250000,1195161.000000,86456.25
psi=0.10,899,1305882.000000,1229032.000000,76850.0
psi=0.20,899,1354411.500000,1296774.000000,57637.5
psi=0.30,899,1402941.000000,1364516.000000,38425.0
baseline,900,1014084.000000,705882.000000,308202.0
psi=0.05,900,1062675.600000,785293.800000,277381.80000000016
psi=0.10,900,1111267.200000,864705.600000,246561.6000000001
psi=0.20,900,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,900,1305633.600000,1182352.800000,123280.80000000028
baseline,901,885245.250000,580645.000000,304600.25
psi=0.05,901,946720.725000,672580.500000,274140.2250000001
psi=0.10,901,1008196.200000,764516.000000,243680.20000000007
psi=0.20,901,1131147.150000,948387.000000,182760.1499999999
psi=0.30,901,1254098.100000,1132258.000000,121840.1000000001
baseline,902,1014084.000000,885245.250000,128838.75
psi=0.05,902,1062675.600000,946720.725000,115954.875
psi=0.10,902,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,902,1208450.400000,1131147.150000,77303.25
psi=0.30,902,1305633.600000,1254098.100000,51535.5
baseline,903,1014084.000000,580645.000000,433439.0
psi=0.05,903,1062675.600000,672580.500000,390095.1000000001
psi=0.10,903,1111267.200000,764516.000000,346751.2000000002
psi=0.20,903,1208450.400000,948387.000000,260063.3999999999
psi=0.30,903,1305633.600000,1132258.000000,173375.6000000001
baseline,904,1628048.500000,885245.250000,742803.25
psi=0.05,904,1615243.650000,946720.725000,668522.925
psi=0.10,904,1602438.800000,1008196.200000,594242.6000000002
psi=0.20,904,1576829.100000,1131147.150000,445681.9500000002
psi=0.30,904,1551219.400000,1254098.100000,297121.2999999998
baseline,905,1014084.000000,705882.000000,308202.0
psi=0.05,905,1062675.600000,785293.800000,277381.80000000016
psi=0.10,905,1111267.200000,864705.600000,246561.6000000001
psi=0.20,905,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,905,1305633.600000,1182352.800000,123280.80000000028
baseline,906,1014084.000000,1033536.375000,-19452.375
psi=0.05,906,1062675.600000,1080182.737500,-17507.137499999953
psi=0.10,906,1111267.200000,1126829.100000,-15561.899999999907
psi=0.20,906,1208450.400000,1220121.825000,-11671.42500000028
psi=0.30,906,1305633.600000,1313414.550000,-7780.949999999953
baseline,907,1014084.000000,1033536.375000,-19452.375
psi=0.05,907,1062675.600000,1080182.737500,-17507.137499999953
psi=0.10,907,1111267.200000,1126829.100000,-15561.899999999907
psi=0.20,907,1208450.400000,1220121.825000,-11671.42500000028
psi=0.30,907,1305633.600000,1313414.550000,-7780.949999999953
baseline,908,885245.250000,1161290.000000,-276044.75
psi=0.05,908,946720.725000,1195161.000000,-248440.2749999999
psi=0.10,908,1008196.200000,1229032.000000,-220835.79999999993
psi=0.20,908,1131147.150000,1296774.000000,-165626.8500000001
psi=0.30,908,1254098.100000,1364516.000000,-110417.8999999999
baseline,909,1014084.000000,885245.250000,128838.75
psi=0.05,909,1062675.600000,946720.725000,115954.875
psi=0.10,909,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,909,1208450.400000,1131147.150000,77303.25
psi=0.30,909,1305633.600000,1254098.100000,51535.5
baseline,910,1014084.000000,1257352.500000,-243268.5
psi=0.05,910,1062675.600000,1281617.250000,-218941.6499999999
psi=0.10,910,1111267.200000,1305882.000000,-194614.7999999998
psi=0.20,910,1208450.400000,1354411.500000,-145961.1000000001
psi=0.30,910,1305633.600000,1402941.000000,-97307.3999999999
baseline,911,1014084.000000,439024.250000,575059.75
psi=0.05,911,1062675.600000,545121.825000,517553.775
psi=0.10,911,1111267.200000,651219.400000,460047.80000000005
psi=0.20,911,1208450.400000,863414.550000,345035.84999999986
psi=0.30,911,1305633.600000,1075609.700000,230023.90000000014
baseline,912,1014084.000000,1033536.375000,-19452.375
psi=0.05,912,1062675.600000,1080182.737500,-17507.137499999953
psi=0.10,912,1111267.200000,1126829.100000,-15561.899999999907
psi=0.20,912,1208450.400000,1220121.825000,-11671.42500000028
psi=0.30,912,1305633.600000,1313414.550000,-7780.949999999953
baseline,913,1628048.500000,580645.000000,1047403.5
psi=0.05,913,1615243.650000,672580.500000,942663.1500000001
psi=0.10,913,1602438.800000,764516.000000,837922.8000000003
psi=0.20,913,1576829.100000,948387.000000,628442.1000000001
psi=0.30,913,1551219.400000,1132258.000000,418961.3999999999
baseline,914,1014084.000000,885245.250000,128838.75
psi=0.05,914,1062675.600000,946720.725000,115954.875
psi=0.10,914,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,914,1208450.400000,1131147.150000,77303.25
psi=0.30,914,1305633.600000,1254098.100000,51535.5
baseline,915,1014084.000000,705882.000000,308202.0
psi=0.05,915,1062675.600000,785293.800000,277381.80000000016
psi=0.10,915,1111267.200000,864705.600000,246561.6000000001
psi=0.20,915,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,915,1305633.600000,1182352.800000,123280.80000000028
baseline,916,1014084.000000,885245.250000,128838.75
psi=0.05,916,1062675.600000,946720.725000,115954.875
psi=0.10,916,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,916,1208450.400000,1131147.150000,77303.25
psi=0.30,916,1305633.600000,1254098.100000,51535.5
baseline,917,1014084.000000,705882.000000,308202.0
psi=0.05,917,1062675.600000,785293.800000,277381.80000000016
psi=0.10,917,1111267.200000,864705.600000,246561.6000000001
psi=0.20,917,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,917,1305633.600000,1182352.800000,123280.80000000028
baseline,918,885245.250000,705882.000000,179363.25
psi=0.05,918,946720.725000,785293.800000,161426.92500000016
psi=0.10,918,1008196.200000,864705.600000,143490.59999999998
psi=0.20,918,1131147.150000,1023529.200000,107617.94999999984
psi=0.30,918,1254098.100000,1182352.800000,71745.30000000028
baseline,919,1628048.500000,1257352.500000,370696.0
psi=0.05,919,1615243.650000,1281617.250000,333626.40000000014
psi=0.10,919,1602438.800000,1305882.000000,296556.8000000003
psi=0.20,919,1576829.100000,1354411.500000,222417.6000000001
psi=0.30,919,1551219.400000,1402941.000000,148278.3999999999
baseline,920,885245.250000,705882.000000,179363.25
psi=0.05,920,946720.725000,785293.800000,161426.92500000016
psi=0.10,920,1008196.200000,864705.600000,143490.59999999998
psi=0.20,920,1131147.150000,1023529.200000,107617.94999999984
psi=0.30,920,1254098.100000,1182352.800000,71745.30000000028
baseline,921,1014084.000000,1033536.375000,-19452.375
psi=0.05,921,1062675.600000,1080182.737500,-17507.137499999953
psi=0.10,921,1111267.200000,1126829.100000,-15561.899999999907
psi=0.20,921,1208450.400000,1220121.825000,-11671.42500000028
psi=0.30,921,1305633.600000,1313414.550000,-7780.949999999953
baseline,922,885245.250000,439024.250000,446221.0
psi=0.05,922,946720.725000,545121.825000,401598.9
psi=0.10,922,1008196.200000,651219.400000,356976.79999999993
psi=0.20,922,1131147.150000,863414.550000,267732.59999999986
psi=0.30,922,1254098.100000,1075609.700000,178488.40000000014
baseline,923,885245.250000,1033536.375000,-148291.125
psi=0.05,923,946720.725000,1080182.737500,-133462.01249999995
psi=0.10,923,1008196.200000,1126829.100000,-118632.90000000002
psi=0.20,923,1131147.150000,1220121.825000,-88974.67500000028
psi=0.30,923,1254098.100000,1313414.550000,-59316.44999999995
baseline,924,1014084.000000,705882.000000,308202.0
psi=0.05,924,1062675.600000,785293.800000,277381.80000000016
psi=0.10,924,1111267.200000,864705.600000,246561.6000000001
psi=0.20,924,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,924,1305633.600000,1182352.800000,123280.80000000028
